Date,Price,Open,High,Low,Vol.,Change %,Return_20d,Simple_Return,Log_Return,Simple_Return_Lag1,Log_Return_Lag1,Simple_Return_Lag2,Log_Return_Lag2,Simple_Return_Lag3,Log_Return_Lag3,Simple_Return_Lag4,Log_Return_Lag4,Simple_Return_Lag5,Log_Return_Lag5,MA_5,MA_20,MA_60,Dist_to_MA5,Dist_to_MA20,MACD,MACD_Signal,Golden_Cross_MA,Dead_Cross_MA,RSI_14,RSI_Golden_Cross,RSI_Death_Cross,Momentum_5D,Momentum_10D,ROC_5,ROC_10,Stochastic_K,Stochastic_D,CCI_20,ATR_14,ATR_Pct,Risk_Adj_Mom,Bollinger_Upper,Bollinger_Lower,Bollinger_Width,Volume,Vol_Change,Vol_Change_Lag1,Vol_MA_Ratio,OBV,Day_of_Week,Intraday_Range,LogReturn_SP500,LogReturn_SOX,LogReturn_US10Y,LogReturn_USDKRW,LogReturn_SP500_Lag1,LogReturn_SOX_Lag1,LogReturn_US10Y_Lag1,LogReturn_USDKRW_Lag1,Synergy_Sum,Synergy_Product,Direction
2025-01-02,53400,52700,53600,52300,,,-0.0093632958801498,0.0037593984962405,0.0037523496185503,-0.0093109869646182,-0.0093546051672203,0.001865671641791,0.0018639334380627,-0.0147058823529411,-0.0148150857851405,0.016822429906542,0.016682499959936,0.009433962264151,0.0093897403498391,53660.0,54025.0,56156.66666666666,-0.4845322400298174,-1.1568718186024989,-640.0224060565088,-664.38254281697,0,0,43.38427597799399,0,0,-0.0018709079358118,-0.0403724552903874,-0.1869158878504673,-3.956834532374101,31.91489361702128,32.62411347517726,-66.2983425414365,1232.196899213532,2.3074848299878874,-0.0008107996687552,55878.44629215272,52171.55370784728,0.0686143930459129,,,,,0.0,3,2.4344569288389515,-0.0022263497925529,0.0083188833375926,-0.0024088482030008,-0.0047581159154495,-0.0107596901911012,-0.0190162880937275,-0.0211775188833735,-0.0022095700329819,-0.0297759782848288,0.0002046093684732,1
2025-01-03,54400,52800,55100,52800,,,-0.0073529411764705,0.0187265917602996,0.0185534078957478,0.0037593984962405,0.0037523496185503,-0.0093109869646182,-0.0093546051672203,0.001865671641791,0.0018639334380627,-0.0147058823529411,-0.0148150857851405,0.016822429906542,0.016682499959936,53660.0,54065.0,56046.66666666666,1.3790532985464032,0.6196245260334782,-548.4929684011513,-641.2046279338064,0,0,54.745360470483774,0,0,-5.898059818321144e-17,0.0036832454162964,0.0,0.3690036900369003,53.191489361702125,37.58865248226945,6.448362720403024,1374.570645985061,2.5267842757078327,-2.334215815344549e-17,55914.35266057014,52215.64733942986,0.0684121949716134,,,,,0.0,4,4.227941176470589,0.012517287272659,0.0279053167991605,0.0087317734437681,-0.0009529839326609,-0.0022263497925529,0.0083188833375926,-0.0024088482030008,-0.0047581159154495,0.0060925335450396,-1.8520744192921597e-05,1
2025-01-06,55900,54400,56200,54300,,,-0.0393559928443649,0.0275735294117647,0.0272002262991565,0.0187265917602996,0.0185534078957478,0.0037593984962405,0.0037523496185503,-0.0093109869646182,-0.0093546051672203,0.001865671641791,0.0018639334380627,-0.0147058823529411,-0.0148150857851405,54120.0,54205.0,55973.333333333336,3.288987435328899,3.1270178027857205,-350.8731187463709,-583.1383260963192,0,0,66.41120757973627,0,0,0.042015312084297,0.0180510316455686,4.291044776119403,1.8214936247723132,85.1063829787234,56.73758865248222,112.60971954613574,1444.627893187053,2.584307501229075,0.0162578609799007,56167.24897824704,52242.75102175296,0.0724010323124079,,,,,0.0,0,3.3989266547406083,0.0055228222624888,0.0279766568178167,0.0047701738327569,-0.0049770537462084,0.012517287272659,0.0279053167991605,0.0087317734437681,-0.0009529839326609,0.0404226040718196,0.0003492988668096,1
2025-01-07,55400,56800,57300,55400,,,0.003610108303249,-0.0089445438282647,-0.0089847864078152,0.0275735294117647,0.0272002262991565,0.0187265917602996,0.0185534078957478,0.0037593984962405,0.0037523496185503,-0.0093109869646182,-0.0093546051672203,0.001865671641791,0.0018639334380627,54460.0,54290.0,55915.0,1.7260374586852736,2.0445754282556643,-231.93023803397227,-512.8967084838499,1,0,60.420675492354775,0,0,0.031166592238419,0.0424026655053452,3.165735567970205,4.331450094161959,64.81481481481481,67.70422905174672,145.8118600975746,1505.344174095446,2.717227751074812,0.0114699962953384,56306.667391619405,52273.3326083806,0.0742924071327833,,,,,0.0,1,3.429602888086643,-0.0111660047698121,-0.0186086359564413,0.0131086007293824,-0.0054698011255337,0.0055228222624888,0.0279766568178167,0.0047701738327569,-0.0049770537462084,0.0334994790803056,0.0001545101031034,0
2025-01-08,57300,54800,57500,54700,,,-0.0279232111692844,0.0342960288808664,0.0337210299674557,-0.0089445438282647,-0.0089847864078152,0.0275735294117647,0.0272002262991565,0.0187265917602996,0.0185534078957478,0.0037593984962405,0.0037523496185503,-0.0093109869646182,-0.0093546051672203,55280.0,54450.0,55881.66666666666,3.654124457308249,5.234159779614325,15.468659823702184,-407.22363482233953,0,0,71.63805726049335,0,0,0.0742422273730951,0.0780087101685723,7.706766917293232,8.11320754716981,96.42857142857144,82.11658974070316,162.06119162640883,1677.9649508827197,2.9283856036347635,0.0253526131534537,56870.52625856879,52029.47374143121,0.0889082188638673,,,,,0.0,2,4.886561954624781,0.0015591077352828,-0.0096198148951872,0.0017064850557581,0.0036887103534118,-0.0111660047698121,-0.0186086359564413,0.0131086007293824,-0.0054698011255337,-0.0297746407262535,0.0002077841178493,1
2025-01-09,56100,57600,57700,56100,,,-0.0053475935828877,-0.0209424083769633,-0.0211648111920432,0.0342960288808664,0.0337210299674557,-0.0089445438282647,-0.0089847864078152,0.0275735294117647,0.0272002262991565,0.0187265917602996,0.0185534078957478,0.0037593984962405,0.0037523496185503,55820.0,54585.0,55803.333333333336,0.5016123253314224,2.77548777136576,113.3969284036648,-303.09952217713874,0,0,59.37491712550445,0,1,0.0493250665625015,0.0474541586266899,5.056179775280898,4.859813084112149,72.41379310344827,77.8857264489448,150.99121933556617,1667.569624098357,2.97249487361561,0.0165938272931333,57059.52281417947,52110.47718582053,0.0906667697784912,,,,,0.0,3,2.8520499108734403,0.0015591077352828,-0.0096198148951872,-0.0008528785165176,-0.0007339097483287,0.0015591077352828,-0.0096198148951872,0.0017064850557581,0.0036887103534118,-0.0080607071599043,-1.499832781507597e-05,0
2025-01-13,54100,54600,55000,54100,,,0.0351201478743068,-0.0216998191681736,-0.0219387226758533,-0.0142602495543672,-0.0143629040003615,-0.0209424083769633,-0.0211648111920432,0.0342960288808664,0.0337210299674557,-0.0089445438282647,-0.0089847864078152,0.0275735294117647,0.0272002262991565,55640.0,54655.0,55618.333333333336,-2.7677929547088427,-1.015460616595005,36.959963567780505,-166.58987446417342,0,0,43.67140739681373,0,0,-0.0327301943086177,0.0092851177756795,-3.2200357781753133,0.9328358208955224,37.93103448275862,56.32183908045972,-18.73622336517268,1562.7522954338772,2.888636405607906,-0.0113306729241092,57127.99094428715,52182.00905571285,0.0904945913196285,,,,,0.0,0,1.6635859519408502,0.0015741742695762,-0.0034799935691635,0.0056538732958012,-0.005923502235739,-0.0155316443538942,-0.0244722893438041,0.0156616957899594,0.0106945591710389,-0.0400039336976983,0.0003800948946135,0
2025-01-14,53900,54200,54600,53700,,,0.0389610389610389,-0.0036968576709797,-0.0037037079374844,-0.0216998191681736,-0.0219387226758533,-0.0142602495543672,-0.0143629040003615,-0.0209424083769633,-0.0211648111920432,0.0342960288808664,0.0337210299674557,-0.0089445438282647,-0.0089847864078152,55340.0,54555.0,55521.66666666666,-2.6020961329960244,-1.2006232242690862,-48.401831464296265,-142.95226586419798,0,0,42.30756993972295,0,0,-0.0274491158382868,0.0037174764001324,-2.707581227436823,0.37243947858473,29.629629629629623,42.0604512558535,-37.914691943127984,1474.3853227093605,2.73540876198397,-0.0100347400431583,56977.24341425355,52132.75658574645,0.0888000518468902,,,,,0.0,1,1.6697588126159555,0.0011456334044923,0.0051659165152282,0.0006262394526759,-0.0042565777655025,0.0015741742695762,-0.0034799935691635,0.0056538732958012,-0.005923502235739,-0.0019058192995872,-5.478116334867953e-06,0
2025-01-15,53700,54100,54700,53500,,,0.0595903165735568,-0.0037105751391465,-0.0037174764001324,-0.0036968576709797,-0.0037037079374844,-0.0216998191681736,-0.0219387226758533,-0.0142602495543672,-0.0143629040003615,-0.0209424083769633,-0.0211648111920432,0.0342960288808664,0.0337210299674557,54620.0,54435.0,55430.0,-1.684364701574515,-1.350234224304216,-130.68355883742333,-140.49852445884306,0,0,40.8360797343052,0,0,-0.064887622205875,0.0093546051672203,-6.282722513089005,0.9398496240601504,25.925925925925924,31.162196679438,-38.39409321642825,1437.800613014779,2.677468553100147,-0.0242346906860003,56771.236289419365,52098.76371058064,0.0858358148036875,,,,,0.0,2,2.23463687150838,0.0181471329854267,0.0211190530995064,-0.0292207959330482,-0.0024856675001616,0.0011456334044923,0.0051659165152282,0.0006262394526759,-0.0042565777655025,0.0063115499197206,5.918246524664276e-06,0
2025-01-16,54300,54200,55000,54100,,,0.0810313075506445,0.0111731843575419,0.0111112254250708,-0.0037105751391465,-0.0037174764001324,-0.0036968576709797,-0.0037037079374844,-0.0216998191681736,-0.0219387226758533,-0.0142602495543672,-0.0143629040003615,-0.0209424083769633,-0.0211648111920432,54260.0,54370.0,55351.66666666666,0.0737191301142646,-0.128747471031819,-145.7967804677828,-141.558175660631,0,1,47.19369490926727,0,0,-0.0326115855887609,0.0167134809737408,-3.2085561497326207,1.6853932584269662,37.03703703703704,30.864197530864143,3.5599631289531235,1419.4271979461416,2.614046405057351,-0.0124755189983115,56641.19259189388,52098.80740810612,0.0835458006950112,,,,,0.0,3,1.6574585635359116,-0.0021148717634665,0.0018029025791396,-0.0092823116555314,0.0008315323007127,0.0181471329854267,0.0211190530995064,-0.0292207959330482,-0.0024856675001616,0.0392661860849331,0.000383250265123,1
