Date,Price,Open,High,Low,Vol.,Change %,Return_20d,Simple_Return,Log_Return,Simple_Return_Lag1,Log_Return_Lag1,Simple_Return_Lag2,Log_Return_Lag2,Simple_Return_Lag3,Log_Return_Lag3,Simple_Return_Lag4,Log_Return_Lag4,Simple_Return_Lag5,Log_Return_Lag5,MA_5,MA_20,MA_60,Dist_to_MA5,Dist_to_MA20,MACD,MACD_Signal,Golden_Cross_MA,Dead_Cross_MA,RSI_14,RSI_Golden_Cross,RSI_Death_Cross,Momentum_5D,Momentum_10D,ROC_5,ROC_10,Stochastic_K,Stochastic_D,CCI_20,ATR_14,ATR_Pct,Risk_Adj_Mom,Bollinger_Upper,Bollinger_Lower,Bollinger_Width,Volume,Vol_Change,Vol_Change_Lag1,Vol_MA_Ratio,OBV,Day_of_Week,Intraday_Range,LogReturn_SP500,LogReturn_SOX,LogReturn_US10Y,LogReturn_USDKRW,LogReturn_SP500_Lag1,LogReturn_SOX_Lag1,LogReturn_US10Y_Lag1,LogReturn_USDKRW_Lag1,Synergy_Sum,Synergy_Product,Direction
2011-08-31,14880,14940,14940,14620,,,0.1290322580645161,0.0026954177897573484,0.002691791665711353,0.012278308321964637,0.012203541280729063,0.009641873278236845,0.009595687061855335,0.0013793103448276334,0.0013783599701213596,0.024011299435028333,0.023727561160955098,-0.020746887966805017,-0.020965128465044964,14680.0,,,1.3623978201634876,,64.38269279044107,17.11528817934614,0,0,77.52579316439528,0,0,0.04959694113937221,,5.084745762711865,,,,,538.7673354183814,3.6207482218977245,0.01369798121819617,,,,,,,,0.0,2,2.1505376344086025,0.004934626346955913,-0.006722714394876589,0.026305371653312735,-0.005104799751893201,0.002311185510828111,-0.0005581914741639864,-0.03964483134724013,-0.0031249296668585027,0.0017529940366641248,-1.2900840473555893e-06,1
2011-09-01,15420,15180,15760,14880,,,0.0739299610894941,0.03629032258064524,0.0356473387302377,0.0026954177897573484,0.002691791665711353,0.012278308321964637,0.012203541280729063,0.009641873278236845,0.009595687061855335,0.0013793103448276334,0.0013783599701213596,0.024011299435028333,0.023727561160955098,14864.0,,,3.7405812701829926,,126.23604194423751,38.93943893232442,0,0,88.50218543347665,0,0,0.06151671870865481,,6.344827586206897,,,,,584.2650240292639,3.78900793793297,0.016235573985684027,,,,,,,,0.0,3,5.706874189364462,-0.011967295054212044,-0.01672137585809247,-0.04673319434341083,-0.0009394964990177111,0.004934626346955913,-0.006722714394876589,0.026305371653312735,-0.005104799751893201,-0.0017880880479206763,-3.3174083576017795e-05,1
2011-09-02,15380,15300,15620,15260,,,0.094928478543563,-0.0025940337224383825,-0.002597404057685506,0.03629032258064524,0.0356473387302377,0.0026954177897573484,0.002691791665711353,0.012278308321964637,0.012203541280729063,0.009641873278236845,0.009595687061855335,0.0013793103448276334,0.0013783599701213596,15036.0,,,2.2878425113061986,,170.06717256964112,65.16498565978776,0,0,84.95582756506565,0,0,0.05754095468084794,,5.922865013774105,,,,,554.3630208253621,3.60444096765515,0.015963905414791937,,,,,,,,0.0,4,2.340702210663199,-0.025564796219537087,-0.024299720362797542,-0.06691783476395158,0.0011272899267994224,-0.011967295054212044,-0.01672137585809247,-0.04673319434341083,-0.0009394964990177111,-0.028688670912304513,0.00020010963860617068,0
2011-09-05,14620,15100,15120,14600,,,0.1696306429548563,-0.04941482444733425,-0.050677509755865525,-0.0025940337224383825,-0.002597404057685506,0.03629032258064524,0.0356473387302377,0.0026954177897573484,0.002691791665711353,0.012278308321964637,0.012203541280729063,0.009641873278236845,0.009595687061855335,15028.0,,,-2.7149321266968327,,141.84293391353822,80.50057531053785,0,0,45.225923558050305,0,1,-0.0027322421368729186,,-0.2728512960436562,,,,,584.4479513819806,3.997592006716694,-0.0006834719832044507,,,,,,,,0.0,0,3.556771545827633,-0.025564796219537087,-0.024299720362797542,-0.0030135633052642947,0.0037484815703340752,-0.025564796219537087,-0.024299720362797542,-0.06691783476395158,0.0011272899267994224,-0.04986451658233463,0.000621217399266655,0
2011-09-07,15460,14660,15560,14660,,,0.130659767141009,0.06327372764786787,0.06135257105390252,-0.005471956224350261,-0.005486982216259193,-0.04941482444733425,-0.050677509755865525,-0.0025940337224383825,-0.002597404057685506,0.03629032258064524,0.0356473387302377,0.0026954177897573484,0.002691791665711353,15084.0,,,2.492707504640679,,160.25732404902556,101.44890762396541,0,0,66.6090482225232,0,0,0.03823801375432999,0.0878349548937022,3.8978494623655915,9.180790960451978,,,,635.074239038021,4.107854068809968,0.009308513183236672,,,,,,,,0.0,2,5.821474773609314,0.028261462938805333,0.043848962739833394,0.02933344791991136,-0.00466571088541434,-0.007523975302762137,-0.007052629879251758,-0.00302267232658601,0.004712478101604506,-0.014576605182013895,5.306381303101254e-05,1
2011-09-08,15960,15600,16040,15560,,,0.1040100250626566,0.03234152652005173,0.03182954886238679,0.06327372764786787,0.06135257105390252,-0.005471956224350261,-0.005486982216259193,-0.04941482444733425,-0.050677509755865525,-0.0025940337224383825,-0.002597404057685506,0.03629032258064524,0.0356473387302377,15192.0,,,5.055292259083728,,236.33570815739768,128.4262677306519,0,0,73.52136010652146,0,0,0.03442022388647909,0.0959369425951339,3.501945525291829,10.068965517241379,,,,627.7310071662849,3.9331516739742165,0.008751308553453139,,,,,,,,0.0,3,3.007518796992481,-0.010652229053335233,-0.006228785710419414,-0.031859339639227796,0.005921729472140388,0.028261462938805333,0.043848962739833394,0.02933344791991136,-0.00466571088541434,0.07211042567863873,0.0012392358353768575,1
2011-09-09,15600,15700,16240,15540,,,0.1512820512820512,-0.022556390977443663,-0.0228146777661714,0.03234152652005173,0.03182954886238679,0.06327372764786787,0.06135257105390252,-0.005471956224350261,-0.005486982216259193,-0.04941482444733425,-0.050677509755865525,-0.0025940337224383825,-0.002597404057685506,15236.0,,,2.3890784982935154,,264.5300466108838,155.64702350669828,0,0,62.73267034657083,0,1,0.014202950177993199,0.07174390485884115,1.4304291287386215,7.43801652892562,71.68141592920354,,,637.366872877447,4.085685082547737,0.0034762713941566374,,,,,,,,0.0,4,4.487179487179487,-0.027094516693883554,-0.010563981182659233,-0.03186292155587059,0.001393728448603883,-0.010652229053335233,-0.006228785710419414,-0.031859339639227796,0.005921729472140388,-0.016881014763754646,6.635045211152901e-05,0
2011-09-14,15060,15600,15620,14820,,,0.1819389110225763,-0.0346153846153846,-0.03522869188374383,-0.022556390977443663,-0.0228146777661714,0.03234152652005173,0.03182954886238679,0.06327372764786787,0.06135257105390252,-0.005471956224350261,-0.005486982216259193,-0.04941482444733425,-0.050677509755865525,15324.0,,,-1.7227877838684416,,240.52811751762056,172.62324230888274,0,0,50.02697166121707,0,0,0.0296517680501149,0.026919525913241982,3.009575923392613,2.728512960436562,47.32142857142857,,,659.0512898271207,4.376170583181413,0.006775734054808827,,,,,,,,0.0,2,5.3120849933598935,0.01338095845911921,0.025611320339512817,0.0,0.027390188953834233,-0.027094516693883554,-0.010563981182659233,-0.03186292155587059,0.001393728448603883,-0.03765849787654279,0.00028622596450743234,0
2011-09-15,15420,15680,15680,15300,,,0.1491569390402075,0.0239043824701195,0.023623145763435893,-0.0346153846153846,-0.03522869188374383,-0.022556390977443663,-0.0228146777661714,0.03234152652005173,0.03182954886238679,0.06327372764786787,0.06135257105390252,-0.005471956224350261,-0.005486982216259193,15500.0,,,-0.5161290322580645,,247.70007486600298,187.63860882030679,0,0,56.76317542532365,0,0,0.05876189602980998,0.03833913039594881,6.052269601100413,3.908355795148248,59.80392156862745,59.60225535641985,,653.8444511835046,4.240236388998085,0.013858165120764574,,,,,,,,0.0,3,2.4643320363164722,0.01701600819362219,0.014270855299891385,0.04467000311642857,0.00594623131375748,0.01338095845911921,0.025611320339512817,0.0,0.027390188953834233,0.03899227879863203,0.0003427040135462159,1
2011-09-16,15960,15880,16220,15840,,,0.1152882205513784,0.035019455252918386,0.03442022388647937,0.0239043824701195,0.023623145763435893,-0.0346153846153846,-0.03522869188374383,-0.022556390977443663,-0.0228146777661714,0.03234152652005173,0.03182954886238679,0.06327372764786787,0.06135257105390252,15600.0,,,2.307692307692308,,293.5732599695384,208.82553905015314,0,0,64.94222839207721,0,0,0.03182954886238682,0.07006756261671683,3.2341526520051747,7.258064516129033,86.27450980392157,64.46661998132588,,673.3318576923706,4.218871288799315,0.007544565046791334,,,,,,,,0.0,4,2.380952380952381,0.005690502345911389,0.0020969863516558155,-0.012560551608014935,-0.000763821842001854,0.01701600819362219,0.014270855299891385,0.04467000311642857,0.00594623131375748,0.031286863493513575,0.00024283299071294846,1
